species,label_idx,filepath,group,fold
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_268_aug.jpg,Columba livia,2
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_269_aug.jpg,Serinus serinus,1
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_26_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_270_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_271_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_272_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_273_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_274_aug.jpg,Serinus serinus,1
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_275_aug.jpg,Columba livia,2
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_276_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_277_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_278_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_279_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_27_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_280_aug.jpg,Passer domesticus,3
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_281_aug.jpg,Serinus serinus,1
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_282_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_283_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_284_aug.jpg,Emberiza calandra,3
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_285_aug.jpg,Turdus merula,4
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_286_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_287_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_288_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_289_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_28_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_290_aug.jpg,Hirundo rustica,0
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_291_aug.jpg,Turdus merula,4
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_292_aug.jpg,Delichon urbicum,4
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_293_aug.jpg,Passer domesticus,3
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_294_aug.jpg,Serinus serinus,1
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_295_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_296_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_297_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_298_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_299_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_29_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_2_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_300_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_301_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_302_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_303_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_304_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_305_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_306_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_307_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_308_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_309_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_30_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_310_aug.jpg,Passer domesticus,3
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_311_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_312_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_313_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_314_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_315_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_316_aug.jpg,Delichon urbicum,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_317_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_318_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_319_aug.jpg,Serinus serinus,1
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_31_aug.jpg,Serinus serinus,1
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_320_aug.jpg,Columba livia,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_321_aug.jpg,Emberiza calandra,3
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_322_aug.jpg,Columba livia,2
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_323_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_324_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_325_aug.jpg,Hirundo rustica,0
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_326_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_327_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_328_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_329_aug.jpg,Carduelis carduelis,0
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_32_aug.jpg,Columba livia,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_330_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_331_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_332_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_333_aug.jpg,Hirundo rustica,0
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_334_aug.jpg,Columba livia,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_335_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_336_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_337_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_338_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_339_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_33_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_340_aug.jpg,Delichon urbicum,4
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_341_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_342_aug.jpg,Hirundo rustica,0
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_343_aug.jpg,Columba livia,2
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_344_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_345_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_346_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_347_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_348_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_349_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_34_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_350_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_351_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_352_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_353_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_354_aug.jpg,Carduelis carduelis,0
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_355_aug.jpg,Columba livia,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_356_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_357_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_358_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_359_aug.jpg,Ciconia ciconia,1
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_35_aug.jpg,Columba livia,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_360_aug.jpg,Passer domesticus,3
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_361_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_362_aug.jpg,Carduelis carduelis,0
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_363_aug.jpg,Columba livia,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_364_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_365_aug.jpg,Emberiza calandra,3
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_366_aug.jpg,Turdus merula,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_367_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_368_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_369_aug.jpg,Sturnus unicolor,2
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_36_aug.jpg,Columba livia,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_370_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_371_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_372_aug.jpg,Serinus serinus,1
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_373_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_374_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_375_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_376_aug.jpg,Passer domesticus,3
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_377_aug.jpg,Columba livia,2
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_378_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_379_aug.jpg,Passer domesticus,3
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_37_aug.jpg,Columba livia,2
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_380_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_381_aug.jpg,Sturnus unicolor,2
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_382_aug.jpg,Columba livia,2
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_383_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_384_aug.jpg,Ciconia ciconia,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_385_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_386_aug.jpg,Turdus merula,4
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_387_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_388_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_389_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_38_aug.jpg,Columba livia,2
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_390_aug.jpg,Columba livia,2
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_391_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_392_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_393_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_394_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_395_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_396_aug.jpg,Delichon urbicum,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_397_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_398_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_399_aug.jpg,Sturnus unicolor,2
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_39_aug.jpg,Columba livia,2
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_3_aug.jpg,Turdus merula,4
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_400_aug.jpg,Columba livia,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_401_aug.jpg,Passer domesticus,3
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_402_aug.jpg,Columba livia,2
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_403_aug.jpg,Carduelis carduelis,0
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_404_aug.jpg,Columba livia,2
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_405_aug.jpg,Turdus merula,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_406_aug.jpg,Turdus merula,4
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_407_aug.jpg,Columba livia,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_408_aug.jpg,Emberiza calandra,3
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_409_aug.jpg,Columba livia,2
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_40_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_410_aug.jpg,Emberiza calandra,3
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_411_aug.jpg,Columba livia,2
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_412_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_413_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_414_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_415_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_416_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_417_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_418_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_419_aug.jpg,Delichon urbicum,4
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_41_aug.jpg,Passer domesticus,3
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_420_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_421_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_422_aug.jpg,Hirundo rustica,0
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_423_aug.jpg,Turdus merula,4
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_424_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_425_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_426_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_427_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_428_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_429_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_42_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_430_aug.jpg,Passer domesticus,3
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_431_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_432_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_433_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_434_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_435_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_436_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_437_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_438_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_439_aug.jpg,Delichon urbicum,4
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_43_aug.jpg,Columba livia,2
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_440_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_441_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_442_aug.jpg,Columba livia,2
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_443_aug.jpg,Ciconia ciconia,1
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_444_aug.jpg,Columba livia,2
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_445_aug.jpg,Turdus merula,4
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_446_aug.jpg,Columba livia,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_447_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_448_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_449_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_44_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_450_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_451_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_452_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_453_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_454_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_455_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_456_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_457_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_458_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_459_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_45_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_460_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_461_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_462_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_463_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_464_aug.jpg,Turdus merula,4
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_465_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_466_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_467_aug.jpg,Ciconia ciconia,1
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_468_aug.jpg,Columba livia,2
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_469_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_46_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_470_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_471_aug.jpg,Emberiza calandra,3
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_472_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_473_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Ciconia_ciconia/Ciconia_ciconia_474_aug.jpg,Turdus merula,4
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_475_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_476_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_477_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_478_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_479_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_47_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_480_aug.jpg,Serinus serinus,1
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_481_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_482_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_483_aug.jpg,Serinus serinus,1
Delichon urbicum,3,Ciconia_ciconia/Ciconia_ciconia_484_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_485_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_486_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Ciconia_ciconia/Ciconia_ciconia_487_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_488_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_489_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_48_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_490_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_491_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Ciconia_ciconia/Ciconia_ciconia_492_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Ciconia_ciconia/Ciconia_ciconia_493_aug.jpg,Sturnus unicolor,2
Columba livia,2,Ciconia_ciconia/Ciconia_ciconia_494_aug.jpg,Columba livia,2
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_495_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_496_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_497_aug.jpg,Streptopelia decaocto,4
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_498_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_499_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Ciconia_ciconia/Ciconia_ciconia_49_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_4_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_500_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_501_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Ciconia_ciconia/Ciconia_ciconia_502_aug.jpg,Passer domesticus,3
Serinus serinus,7,Ciconia_ciconia/Ciconia_ciconia_503_aug.jpg,Serinus serinus,1
Hirundo rustica,5,Ciconia_ciconia/Ciconia_ciconia_504_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Ciconia_ciconia/Ciconia_ciconia_505_aug.jpg,Streptopelia decaocto,4
